Date,Season,Country,Region,Aircraft,Operator,Schedule,Total on board,Survivors,Total fatalities,Crash cause
1920-11-22,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1920-11-22,Autumn,Canada,North America,De Havilland DH.9,Royal Canadian Air Force - RCAF,,0,,0,Unknown
1920-11-29,Autumn,Brazil,South America,Macchi M.9,Brazilian Navy - Aviação Naval Brasileira,,1,No,1,Unknown
1920-12-04,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1920-12-11,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1920-12-14,Winter,United Kingdom,Europe,Handley Page H.P.12,Handley Page Transport,Cricklewood - Paris,8,Yes,4,Human factor
1920-12-17,Winter,United Kingdom,Europe,De Havilland DH.9,Aircraft Transport %26 Travel - AT%26T,Hounslow Heath - Paris,3,Yes,0,Unknown
1920-12-24,Winter,Spain,Europe,Salmson 2.A2,Lignes Aériennes Latécoère,,1,No,1,Technical failure
1920-12-29,Winter,France,Europe,Breguet 14,Lignes Aériennes Latécoère,,0,,0,Unknown
1920-12-30,Winter,United States of America,North America,De Havilland DH.9,United States Army Air Service - USAAS,,1,Yes,0,Technical failure
1920-12-31,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-01-03,Winter,Canada,North America,Avro 504,Edmonton Aircraft Company,,1,Yes,0,Unknown
1921-01-09,Winter,United States of America,North America,Aeromarine 40,Spanish River Pulp %26 Paper Mills,,2,No,2,Technical failure
1921-01-14,Winter,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,Marina - Sacramento,1,Yes,0,Technical failure
1921-01-18,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-01-21,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,2,Yes,0,Technical failure
1921-01-22,Winter,France,Europe,Breguet 14,Lignes Aériennes Latécoère,,0,,0,Unknown
1921-01-24,Winter,Norway,Europe,Hansa Brandenburg C.1,Leif Lier,,1,Yes,0,Technical failure
1921-01-25,Winter,United Kingdom,Europe,De Havilland DH.4,Syndicat National pour l'Etude du Transport Aérien - SNETA,Croydon - Brussels,1,No,1,Human factor
1921-01-28,Winter,Germany,Europe,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-01-28,Winter,United States of America,North America,Curtiss JN-4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-02-03,Winter,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,Minneapolis – Chicago,2,Yes,1,Technical failure
1921-02-04,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-02-04,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-02-08,Winter,Indonesia,Asia,Avro 504,Royal Netherlands East Indies Air Force - ML-KNIL,Kalijati - Kalijati,2,Yes,1,Human factor
1921-02-09,Winter,United States of America,North America,Junkers-Larsen JL-6 (Junkers F.13),U.S. Air Mail Service,Lone Rock – La Crosse,3,No,3,Technical failure
1921-02-14,Winter,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,Cheyenne – Salt Lake City,1,Yes,0,Technical failure
1921-02-15,Winter,United Kingdom,Europe,Breguet 14,Lignes Aériennes Latécoère,,2,No,2,Weather
1921-02-18,Winter,Poland,Europe,Junkers F.13,Lloyd-Ostflug,Gdansk – Berlin,2,No,2,Human factor
1921-02-18,Winter,Brazil,South America,Aeromarine 40,Brazilian Navy - Aviação Naval Brasileira,Rio de Janeiro - Rio de Janeiro,2,Yes,1,Unknown
1921-02-18,Winter,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,,1,Yes,0,Human factor
1921-02-20,Winter,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Toronto,1,Yes,0,Technical failure
1921-02-20,Winter,Iraq,Asia,De Havilland DH.9,Royal Air Force - RAF,Baghdad - Baghdad,1,Yes,0,Technical failure
1921-02-21,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-02-22,Winter,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,Elko – Salt Lake City,1,No,1,Human factor
1921-02-23,Winter,France,Europe,Salmson 2.A2,French Air Force - Armée de l'Air,,2,Yes,1,Unknown
1921-02-24,Winter,United Kingdom,Europe,Avro 504,Royal Air Force - RAF,Farnborough - Farnborough,2,Yes,1,Unknown
1921-02-26,Winter,United Kingdom,Europe,De Havilland DH.4,Syndicat National pour l'Etude du Transport Aérien - SNETA,Croydon - Brussels,1,Yes,0,Unknown
1921-03-04,Spring,Italy,Europe,Caproni Ca.60,Caproni Trasporti,Lake Maggiore - Lake Maggiore,1,Yes,0,Unknown
1921-03-10,Spring,United Kingdom,Europe,De Havilland DH.10 Amiens,Aeroplane %26 Armament Experimental Establishment - A%26AEE,Martlesham Heath - Martlesham Heath,1,No,1,Human factor
1921-03-22,Spring,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Camp Borden,0,,0,Unknown
1921-03-31,Spring,United Kingdom,Europe,De Havilland DH.4,Instrument Design Establishment,Biggin Hill - Biggin Hill,2,No,2,Technical failure
1921-04-01,Spring,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Camp Borden,0,,0,Unknown
1921-04-02,Spring,United States of America,North America,Curtiss JN-4,United States Army Air Service - USAAS,Fort Sill - Fort Sill,1,Yes,0,Technical failure
1921-04-05,Spring,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Camp Borden,0,,0,Unknown
1921-04-06,Spring,Australia,Oceania,Avro 504,Royal Australian Air Force - RAAF,Point Cook - Point Cook,2,Yes,2,Unknown
1921-04-07,Spring,United Kingdom,Europe,De Havilland DH.4,Handley Page Transport,Cricklewood - Paris,2,Yes,0,Unknown
1921-04-08,Spring,Iraq,Asia,De Havilland DH.9,Royal Air Force - RAF,Basra - Baghdad,2,Yes,0,Weather
1921-04-13,Spring,France,Europe,De Havilland DH.9,Syndicat National pour l'Etude du Transport Aérien - SNETA,Brussels - Paris,1,Yes,0,Unknown
1921-04-13,Spring,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,,0,,0,Unknown
1921-04-21,Spring,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,Mitchel Field - Cleveland,1,No,1,Unknown
1921-04-21,Spring,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,Fort Sill - Fort Sill,0,,0,Unknown
1921-04-29,Spring,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,Chicago – Cleveland,1,No,1,Weather
1921-04-29,Spring,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-05-05,Spring,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,,1,No,1,Unknown
1921-05-08,Spring,Spain,Europe,Breguet 14,Compagnie Générale d'Entreprises Aéronautiques - CGEA,Barcelone – Alicante,1,No,1,Weather
1921-05-10,Spring,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,1,Yes,0,Technical failure
1921-05-11,Spring,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,Fort Sill - Fort Sill,0,,0,Unknown
1921-05-11,Spring,United States of America,North America,Curtiss JN-4,United States Army Air Service - USAAS,Carlstrom AFB - Carlstrom AFB,1,No,1,Unknown
1921-05-13,Spring,France,Europe,De Havilland DH.18,Instone Air Line,Paris – Croydon,10,Yes,0,Unknown
1921-05-21,Spring,Netherlands,Europe,Fokker F3,KLM Royal Dutch Airlines - Koninklijke Luchtvaart Maatschappij,Croydon – Rotterdam,3,Yes,0,Unknown
1921-05-21,Spring,United States of America,North America,Handley Page H.P.12,United States Army Air Service - USAAS,,0,Yes,0,Technical failure
1921-05-23,Spring,Portugal,Europe,Breguet 14,Portuguese Air Force - Aeronáutica Militar,,2,No,2,Unknown
1921-05-28,Spring,United States of America,North America,Curtiss Eagle,United States Army Air Service - USAAS,Langley – Bolling,7,No,7,Weather
1921-05-30,Spring,Canada,North America,Martinsyde Type A,Price Brothers %26 Company,,0,Yes,0,Other causes
1921-05-31,Spring,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Camp Borden,2,Yes,0,Unknown
1921-05-31,Spring,Canada,North America,De Havilland DH.4,Royal Canadian Air Force - RCAF,,0,,0,Unknown
1921-06-07,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-06-08,Summer,France,Europe,Blériot Spad 27,Compagnie des Messageries Aériennes - CMA,Paris - Croydon,1,Yes,0,Weather
1921-06-12,Summer,Canada,North America,Curtiss JN-4,McCall-Hanrahan Air Service,Calgary - Calgary,2,Yes,1,Unknown
1921-06-17,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-06-17,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-06-23,Summer,United Kingdom,Europe,Blériot Spad 27,Compagnie des Messageries Aériennes - CMA,Croydon - Paris,3,Yes,0,Technical failure
1921-06-26,Summer,Germany,Europe,LVG C.VI,Deutsche Luft-Reederei,Dortmund – Braunschweig,2,Yes,0,Unknown
1921-06-28,Summer,United States of America,North America,Curtiss JN-4,United States Army Air Service - USAAS,Carlstrom AFB - Carlstrom AFB,0,,0,Technical failure
1921-06-30,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-07-06,Summer,United States of America,North America,De Havilland DH.4,U.S. Air Mail Service,San Francisco – Sacramento,1,No,1,Weather
1921-07-06,Summer,Canada,North America,Avro 548,McCall-Hanrahan Air Service,,0,,0,Unknown
1921-07-06,Summer,Sweden,Europe,FVM S.18,Swedish Air Force - Flygvapnet,Malmen AFB - Malmen AFB,2,No,2,Unknown
1921-07-10,Summer,United States of America,North America,Martin NBS-1 (MB-2),United States Army Air Service - USAAS,Moundsville - Langley,2,Yes,5,Technical failure
1921-07-11,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-07-13,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-07-22,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-07-23,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-07-25,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,1,Yes,0,Technical failure
1921-07-27,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-07-28,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,Luke AFB - Luke AFB,0,,0,Technical failure
1921-08-01,Summer,Canada,North America,De Havilland DH.4,Royal Canadian Air Force - RCAF,High River - High River,0,,0,Unknown
1921-08-01,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,Fort Sill - Fort Sill,0,,0,Unknown
1921-08-03,Summer,Canada,North America,Curtiss JN-4,Canadian Aerial Services,,0,,0,Unknown
1921-08-10,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-08-10,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-08-10,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-08-11,Summer,France,Europe,Salmson 2.A2,Compagnie Générale d'Entreprises Aéronautiques - CGEA,Toulouse - Barcelona,2,No,2,Technical failure
1921-08-11,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-08-16,Summer,United Kingdom,Europe,Bristol Type 25 Braemar II,Aeroplane %26 Armament Experimental Establishment - A%26AEE,Martlesham Heath - Martlesham Heath,4,Yes,2,Unknown
1921-08-18,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-08-21,Summer,Canada,North America,Junkers-Larsen JL-6 (Junkers F.13),Imperial Oil,Edmonton – Peace River – Fort Vermilion – Hay River – Fort Providence – Fort Simpson – Norman Wells,2,Yes,0,Technical failure
1921-08-24,Summer,Canada,North America,Curtiss JN-4,Canadian Aerial Services,,0,,0,Technical failure
1921-08-26,Summer,France,Europe,Farman F.60 Goliath,Syndicat National pour l'Etude du Transport Aérien - SNETA,Croydon - Brussels,2,No,2,Technical failure
1921-08-26,Summer,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Camp Borden,0,,0,Unknown
1921-08-29,Summer,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-09-02,Autumn,Netherlands,Europe,De Havilland DH.9,KLM Royal Dutch Airlines - Koninklijke Luchtvaart Maatschappij,,1,Yes,0,Technical failure
1921-09-03,Autumn,United States of America,North America,Thomas-Morse MB-2,United States Army Air Service - USAAS,Charleston – Langley,5,No,5,Weather
1921-09-06,Autumn,France,Europe,Potez 9,Compagnie Franco-Roumaine de Navigation Aérienne,Warsaw - Prague - Strasbourg - Paris,5,No,5,Human factor
1921-09-09,Autumn,United Kingdom,Europe,Avro 504,Surrey Flying Services,Croydon - Croydon,1,No,1,Unknown
1921-09-09,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-09-15,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-09-16,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-09-17,Autumn,United Kingdom,Europe,Breguet 14,Compagnie des Messageries Aériennes - CMA,Paris – Croydon,1,Yes,0,Weather
1921-09-18,Autumn,Switzerland,Europe,Wild WT-S,Ad Astra Aero,Solothurn - Lausanne,2,No,2,Unknown
1921-09-20,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-09-22,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-09-22,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Technical failure
1921-09-25,Autumn,United Kingdom,Europe,Avro 504,S. Summerfield Company,,3,Yes,0,Unknown
1921-09-29,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-10-01,Autumn,United Kingdom,Europe,Avro 504,Herbert Sykes,Stag Lane - Norwich,1,Yes,0,Unknown
1921-10-03,Autumn,United Kingdom,Europe,Vickers FB.27 Vimy Commercial,Royal Air Force - RAF,Manston - Manston,5,No,5,Weather
1921-10-06,Autumn,Canada,North America,Curtiss JN-4,J. M. Landry,,1,,0,Technical failure
1921-10-16,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-10-17,Autumn,Denmark,Europe,De Havilland DH.9,Det Danske Luftfartselskab - DDL,,0,,0,Unknown
1921-10-18,Autumn,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Camp Borden,0,,0,Unknown
1921-10-22,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-10-26,Autumn,Netherlands,Europe,Fokker F3,KLM Royal Dutch Airlines - Koninklijke Luchtvaart Maatschappij,Croydon - Rotterdam,1,Yes,0,Unknown
1921-10-26,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-10-27,Autumn,Indonesia,Asia,De Havilland DH.9,Royal Netherlands East Indies Air Force - ML-KNIL,Bandung - Batavia,1,No,1,Unknown
1921-11-08,Autumn,Spain,Europe,Breguet 14,Compagnie Générale d'Entreprises Aéronautiques - CGEA,,1,Yes,0,Technical failure
1921-11-17,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,Fort Sill - Fort Sill,0,,0,Unknown
1921-11-23,Autumn,Spain,Europe,Breguet 14,Compagnie Générale d'Entreprises Aéronautiques - CGEA,,3,Yes,0,Technical failure
1921-11-26,Autumn,United Kingdom,Europe,Avro 504,Stallard Airways,Penshurst - Ashford,2,Yes,0,Human factor
1921-11-28,Autumn,United Kingdom,Europe,Avro 504,Aircraft Disposal Company,Croydon - Croydon,2,No,2,Unknown
1921-11-30,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,Fort Sill - Fort Sill,2,No,2,Human factor
1921-11-30,Autumn,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,Fort Sill - Fort Sill,2,No,2,Human factor
1921-11-30,Autumn,United Kingdom,Europe,De Havilland DH.6,Marconi Wireless Telegraph Company,Croydon - Croydon,1,Yes,0,Unknown
1921-12-05,Winter,United Kingdom,Europe,Avro 504,Ingham %26 Little Aviation Company,,1,Yes,0,Technical failure
1921-12-05,Winter,Australia,Oceania,Bristol Tourer,Western Australia Airways,Geraldton – Kalbarri – Carnarvon – Karratha – Port Hedland – Broome – Derby,2,No,2,Unknown
1921-12-05,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-12-08,Winter,Egypt,Africa,Avro 504,Royal Air Force - RAF,Abu Sueir - Abu Sueir,1,Yes,0,Technical failure
1921-12-09,Winter,Canada,North America,Avro 504,Royal Canadian Air Force - RCAF,Camp Borden - Camp Borden,2,Yes,0,Unknown
1921-12-11,Winter,United States of America,North America,De Havilland DH.4,United States Army Air Service - USAAS,,0,,0,Unknown
1921-12-12,Winter,United Kingdom,Europe,Avro 504,Royal Air Force - RAF,Cranwell - Cranwell,2,Yes,0,Unknown
1921-12-12,Winter,United Kingdom,Europe,Avro 504,Royal Air Force - RAF,Cranwell - Cranwell,0,,0,Unknown
1921-12-13,Winter,Philippines,Asia,Curtiss HS-2L,United States Army Air Service - USAAS,,0,,0,Unknown
